,sbj,runtrial,run,stimx,answer,response,rt,correct,type,trial,f1,f2,f3,c,endacc,learner
0,100,1,1,8,1,,,0,prototype,1,2,2,2,2,0.5,med
1,100,2,1,7,1,1.0,1912.0,1,rule follower,2,1,2,2,2,0.5,med
2,100,3,1,1,0,1.0,1230.0,0,prototype,3,1,1,1,1,0.5,med
3,100,4,1,1,0,1.0,1665.0,0,prototype,4,1,1,1,1,0.5,med
4,100,5,1,8,1,1.0,1133.0,1,prototype,5,2,2,2,2,0.5,med
5,100,6,1,4,1,0.0,1045.0,0,rule follower,6,2,1,2,2,0.5,med
6,100,7,1,5,1,1.0,1527.0,1,exception,7,1,2,1,2,0.5,med
7,100,8,1,8,1,1.0,1385.0,1,prototype,8,2,2,2,2,0.5,med
8,100,9,1,1,0,0.0,1681.0,1,prototype,9,1,1,1,1,0.5,med
9,100,10,1,8,1,1.0,717.0,1,prototype,10,2,2,2,2,0.5,med
10,100,11,1,6,0,1.0,612.0,0,exception,11,2,2,1,1,0.5,med
11,100,12,1,4,1,0.0,1832.0,0,rule follower,12,2,1,2,2,0.5,med
12,100,13,1,6,0,0.0,1220.0,1,exception,13,2,2,1,1,0.5,med
13,100,14,1,7,1,1.0,1732.0,1,rule follower,14,1,2,2,2,0.5,med
14,100,15,1,1,0,0.0,2013.0,1,prototype,15,1,1,1,1,0.5,med
15,100,16,1,8,1,1.0,1596.0,1,prototype,16,2,2,2,2,0.5,med
16,100,17,1,3,0,0.0,1500.0,1,rule follower,17,1,1,2,1,0.5,med
17,100,18,1,5,1,1.0,1448.0,1,exception,18,1,2,1,2,0.5,med
18,100,19,1,3,0,0.0,1045.0,1,rule follower,19,1,1,2,1,0.5,med
19,100,20,1,1,0,0.0,1533.0,1,prototype,20,1,1,1,1,0.5,med
20,100,21,1,1,0,0.0,1628.0,1,prototype,21,1,1,1,1,0.5,med
21,100,22,1,8,1,0.0,2463.0,0,prototype,22,2,2,2,2,0.5,med
22,100,23,1,2,0,0.0,1491.0,1,rule follower,23,2,1,1,1,0.5,med
23,100,24,1,2,0,0.0,1579.0,1,rule follower,24,2,1,1,1,0.5,med
24,100,1,2,1,0,0.0,1216.0,1,prototype,25,1,1,1,1,0.5,med
25,100,2,2,8,1,1.0,894.0,1,prototype,26,2,2,2,2,0.5,med
26,100,3,2,8,1,1.0,972.0,1,prototype,27,2,2,2,2,0.5,med
27,100,4,2,1,0,0.0,1483.0,1,prototype,28,1,1,1,1,0.5,med
28,100,5,2,5,1,1.0,769.0,1,exception,29,1,2,1,2,0.5,med
29,100,6,2,6,0,1.0,1013.0,0,exception,30,2,2,1,1,0.5,med
30,100,7,2,3,0,0.0,1071.0,1,rule follower,31,1,1,2,1,0.5,med
31,100,8,2,7,1,1.0,1085.0,1,rule follower,32,1,2,2,2,0.5,med
32,100,9,2,4,1,0.0,864.0,0,rule follower,33,2,1,2,2,0.5,med
33,100,10,2,7,1,,,0,rule follower,34,1,2,2,2,0.5,med
34,100,11,2,8,1,1.0,860.0,1,prototype,35,2,2,2,2,0.5,med
35,100,12,2,2,0,0.0,1325.0,1,rule follower,36,2,1,1,1,0.5,med
36,100,13,2,4,1,0.0,2489.0,0,rule follower,37,2,1,2,2,0.5,med
37,100,14,2,3,0,0.0,1942.0,1,rule follower,38,1,1,2,1,0.5,med
38,100,15,2,8,1,1.0,1710.0,1,prototype,39,2,2,2,2,0.5,med
39,100,16,2,1,0,0.0,1201.0,1,prototype,40,1,1,1,1,0.5,med
40,100,17,2,5,1,1.0,1892.0,1,exception,41,1,2,1,2,0.5,med
41,100,18,2,8,1,0.0,2049.0,0,prototype,42,2,2,2,2,0.5,med
42,100,19,2,1,0,0.0,808.0,1,prototype,43,1,1,1,1,0.5,med
43,100,20,2,6,0,1.0,721.0,0,exception,44,2,2,1,1,0.5,med
44,100,21,2,2,0,0.0,1816.0,1,rule follower,45,2,1,1,1,0.5,med
45,100,22,2,8,1,1.0,2894.0,1,prototype,46,2,2,2,2,0.5,med
46,100,23,2,1,0,0.0,567.0,1,prototype,47,1,1,1,1,0.5,med
47,100,24,2,1,0,0.0,1227.0,1,prototype,48,1,1,1,1,0.5,med
144,101,1,1,3,0,,,0,rule follower,1,2,1,1,1,0.375,low
145,101,2,1,3,0,1.0,826.0,0,rule follower,2,2,1,1,1,0.375,low
146,101,3,1,4,1,0.0,706.0,0,rule follower,3,2,2,1,2,0.375,low
147,101,4,1,1,0,1.0,1503.0,0,prototype,4,1,1,1,1,0.375,low
148,101,5,1,8,1,1.0,1053.0,1,prototype,5,2,2,2,2,0.375,low
149,101,6,1,5,1,0.0,914.0,0,exception,6,1,1,2,2,0.375,low
150,101,7,1,1,0,1.0,2055.0,0,prototype,7,1,1,1,1,0.375,low
151,101,8,1,2,0,1.0,2490.0,0,rule follower,8,1,2,1,1,0.375,low
152,101,9,1,6,0,0.0,875.0,1,exception,9,1,2,2,1,0.375,low
153,101,10,1,8,1,1.0,1531.0,1,prototype,10,2,2,2,2,0.375,low
154,101,11,1,1,0,0.0,1122.0,1,prototype,11,1,1,1,1,0.375,low
155,101,12,1,2,0,0.0,1304.0,1,rule follower,12,1,2,1,1,0.375,low
156,101,13,1,7,1,1.0,1339.0,1,rule follower,13,2,1,2,2,0.375,low
157,101,14,1,8,1,1.0,1197.0,1,prototype,14,2,2,2,2,0.375,low
158,101,15,1,4,1,1.0,1113.0,1,rule follower,15,2,2,1,2,0.375,low
159,101,16,1,8,1,1.0,837.0,1,prototype,16,2,2,2,2,0.375,low
160,101,17,1,7,1,1.0,387.0,1,rule follower,17,2,1,2,2,0.375,low
161,101,18,1,8,1,1.0,427.0,1,prototype,18,2,2,2,2,0.375,low
162,101,19,1,5,1,0.0,482.0,0,exception,19,1,1,2,2,0.375,low
163,101,20,1,1,0,1.0,1250.0,0,prototype,20,1,1,1,1,0.375,low
164,101,21,1,1,0,0.0,1429.0,1,prototype,21,1,1,1,1,0.375,low
165,101,22,1,1,0,0.0,812.0,1,prototype,22,1,1,1,1,0.375,low
166,101,23,1,8,1,1.0,714.0,1,prototype,23,2,2,2,2,0.375,low
167,101,24,1,6,0,0.0,693.0,1,exception,24,1,2,2,1,0.375,low
168,101,1,2,4,1,1.0,618.0,1,rule follower,25,2,2,1,2,0.375,low
169,101,2,2,1,0,0.0,433.0,1,prototype,26,1,1,1,1,0.375,low
170,101,3,2,2,0,1.0,372.0,0,rule follower,27,1,2,1,1,0.375,low
171,101,4,2,7,1,1.0,688.0,1,rule follower,28,2,1,2,2,0.375,low
172,101,5,2,8,1,1.0,566.0,1,prototype,29,2,2,2,2,0.375,low
173,101,6,2,8,1,1.0,482.0,1,prototype,30,2,2,2,2,0.375,low
174,101,7,2,3,0,1.0,481.0,0,rule follower,31,2,1,1,1,0.375,low
175,101,8,2,1,0,0.0,682.0,1,prototype,32,1,1,1,1,0.375,low
176,101,9,2,8,1,1.0,459.0,1,prototype,33,2,2,2,2,0.375,low
177,101,10,2,8,1,1.0,548.0,1,prototype,34,2,2,2,2,0.375,low
178,101,11,2,1,0,0.0,633.0,1,prototype,35,1,1,1,1,0.375,low
179,101,12,2,1,0,0.0,670.0,1,prototype,36,1,1,1,1,0.375,low
180,101,13,2,1,0,0.0,468.0,1,prototype,37,1,1,1,1,0.375,low
181,101,14,2,4,1,1.0,675.0,1,rule follower,38,2,2,1,2,0.375,low
182,101,15,2,6,0,0.0,714.0,1,exception,39,1,2,2,1,0.375,low
183,101,16,2,6,0,0.0,593.0,1,exception,40,1,2,2,1,0.375,low
184,101,17,2,8,1,1.0,523.0,1,prototype,41,2,2,2,2,0.375,low
185,101,18,2,5,1,0.0,564.0,0,exception,42,1,1,2,2,0.375,low
186,101,19,2,1,0,1.0,614.0,0,prototype,43,1,1,1,1,0.375,low
187,101,20,2,3,0,1.0,596.0,0,rule follower,44,2,1,1,1,0.375,low
188,101,21,2,2,0,0.0,659.0,1,rule follower,45,1,2,1,1,0.375,low
189,101,22,2,8,1,1.0,886.0,1,prototype,46,2,2,2,2,0.375,low
190,101,23,2,5,1,0.0,791.0,0,exception,47,1,1,2,2,0.375,low
191,101,24,2,7,1,1.0,643.0,1,rule follower,48,2,1,2,2,0.375,low
288,102,1,1,2,0,,,0,rule follower,1,1,2,1,1,0.5,med
289,102,2,1,6,0,1.0,1261.0,0,exception,2,1,2,2,1,0.5,med
290,102,3,1,5,1,0.0,771.0,0,exception,3,1,1,2,2,0.5,med
291,102,4,1,8,1,0.0,941.0,0,prototype,4,2,2,2,2,0.5,med
292,102,5,1,8,1,,,0,prototype,5,2,2,2,2,0.5,med
293,102,6,1,6,0,0.0,1797.0,1,exception,6,1,2,2,1,0.5,med
294,102,7,1,5,1,1.0,1591.0,1,exception,7,1,1,2,2,0.5,med
295,102,8,1,4,1,0.0,2569.0,0,rule follower,8,2,2,1,2,0.5,med
296,102,9,1,1,0,0.0,1820.0,1,prototype,9,1,1,1,1,0.5,med
297,102,10,1,2,0,1.0,2455.0,0,rule follower,10,1,2,1,1,0.5,med
298,102,11,1,8,1,1.0,2172.0,1,prototype,11,2,2,2,2,0.5,med
299,102,12,1,1,0,1.0,1750.0,0,prototype,12,1,1,1,1,0.5,med
300,102,13,1,8,1,1.0,1357.0,1,prototype,13,2,2,2,2,0.5,med
301,102,14,1,1,0,0.0,1168.0,1,prototype,14,1,1,1,1,0.5,med
302,102,15,1,3,0,0.0,905.0,1,rule follower,15,2,1,1,1,0.5,med
303,102,16,1,7,1,0.0,1027.0,0,rule follower,16,2,1,2,2,0.5,med
304,102,17,1,7,1,1.0,2019.0,1,rule follower,17,2,1,2,2,0.5,med
305,102,18,1,8,1,1.0,1182.0,1,prototype,18,2,2,2,2,0.5,med
306,102,19,1,3,0,1.0,1301.0,0,rule follower,19,2,1,1,1,0.5,med
307,102,20,1,1,0,0.0,1569.0,1,prototype,20,1,1,1,1,0.5,med
308,102,21,1,4,1,1.0,922.0,1,rule follower,21,2,2,1,2,0.5,med
309,102,22,1,1,0,0.0,1764.0,1,prototype,22,1,1,1,1,0.5,med
310,102,23,1,8,1,1.0,1107.0,1,prototype,23,2,2,2,2,0.5,med
311,102,24,1,1,0,1.0,1813.0,0,prototype,24,1,1,1,1,0.5,med
312,102,1,2,6,0,1.0,1284.0,0,exception,25,1,2,2,1,0.5,med
313,102,2,2,8,1,1.0,1116.0,1,prototype,26,2,2,2,2,0.5,med
314,102,3,2,8,1,1.0,1430.0,1,prototype,27,2,2,2,2,0.5,med
315,102,4,2,4,1,1.0,931.0,1,rule follower,28,2,2,1,2,0.5,med
316,102,5,2,8,1,1.0,1021.0,1,prototype,29,2,2,2,2,0.5,med
317,102,6,2,3,0,0.0,1885.0,1,rule follower,30,2,1,1,1,0.5,med
318,102,7,2,8,1,1.0,1049.0,1,prototype,31,2,2,2,2,0.5,med
319,102,8,2,4,1,1.0,1044.0,1,rule follower,32,2,2,1,2,0.5,med
320,102,9,2,5,1,0.0,1637.0,0,exception,33,1,1,2,2,0.5,med
321,102,10,2,6,0,0.0,2260.0,1,exception,34,1,2,2,1,0.5,med
322,102,11,2,7,1,1.0,1242.0,1,rule follower,35,2,1,2,2,0.5,med
323,102,12,2,1,0,0.0,1307.0,1,prototype,36,1,1,1,1,0.5,med
324,102,13,2,1,0,0.0,1277.0,1,prototype,37,1,1,1,1,0.5,med
325,102,14,2,3,0,1.0,708.0,0,rule follower,38,2,1,1,1,0.5,med
326,102,15,2,1,0,0.0,979.0,1,prototype,39,1,1,1,1,0.5,med
327,102,16,2,2,0,1.0,1888.0,0,rule follower,40,1,2,1,1,0.5,med
328,102,17,2,1,0,0.0,1076.0,1,prototype,41,1,1,1,1,0.5,med
329,102,18,2,2,0,1.0,2060.0,0,rule follower,42,1,2,1,1,0.5,med
330,102,19,2,5,1,0.0,1280.0,0,exception,43,1,1,2,2,0.5,med
331,102,20,2,8,1,1.0,904.0,1,prototype,44,2,2,2,2,0.5,med
332,102,21,2,7,1,0.0,2032.0,0,rule follower,45,2,1,2,2,0.5,med
333,102,22,2,8,1,1.0,1115.0,1,prototype,46,2,2,2,2,0.5,med
334,102,23,2,1,0,0.0,2020.0,1,prototype,47,1,1,1,1,0.5,med
335,102,24,2,1,0,0.0,1020.0,1,prototype,48,1,1,1,1,0.5,med
432,103,1,1,2,0,1.0,1369.0,0,rule follower,1,2,1,1,1,0.0,low
433,103,2,1,7,1,1.0,1313.0,1,rule follower,2,1,2,2,2,0.0,low
434,103,3,1,1,0,1.0,1014.0,0,prototype,3,1,1,1,1,0.0,low
435,103,4,1,8,1,0.0,1511.0,0,prototype,4,2,2,2,2,0.0,low
436,103,5,1,3,0,1.0,765.0,0,rule follower,5,1,2,1,1,0.0,low
437,103,6,1,4,1,0.0,1398.0,0,rule follower,6,2,2,1,2,0.0,low
438,103,7,1,3,0,1.0,1014.0,0,rule follower,7,1,2,1,1,0.0,low
439,103,8,1,8,1,1.0,1054.0,1,prototype,8,2,2,2,2,0.0,low
440,103,9,1,1,0,1.0,1183.0,0,prototype,9,1,1,1,1,0.0,low
441,103,10,1,5,1,0.0,1273.0,0,exception,10,1,1,2,2,0.0,low
442,103,11,1,8,1,1.0,1442.0,1,prototype,11,2,2,2,2,0.0,low
443,103,12,1,4,1,1.0,1056.0,1,rule follower,12,2,2,1,2,0.0,low
444,103,13,1,6,0,1.0,777.0,0,exception,13,2,1,2,1,0.0,low
445,103,14,1,1,0,1.0,791.0,0,prototype,14,1,1,1,1,0.0,low
446,103,15,1,2,0,1.0,925.0,0,rule follower,15,2,1,1,1,0.0,low
447,103,16,1,8,1,1.0,893.0,1,prototype,16,2,2,2,2,0.0,low
448,103,17,1,8,1,0.0,703.0,0,prototype,17,2,2,2,2,0.0,low
449,103,18,1,5,1,1.0,733.0,1,exception,18,1,1,2,2,0.0,low
450,103,19,1,7,1,1.0,866.0,1,rule follower,19,1,2,2,2,0.0,low
451,103,20,1,1,0,1.0,734.0,0,prototype,20,1,1,1,1,0.0,low
452,103,21,1,8,1,1.0,900.0,1,prototype,21,2,2,2,2,0.0,low
453,103,22,1,1,0,0.0,1410.0,1,prototype,22,1,1,1,1,0.0,low
454,103,23,1,6,0,1.0,756.0,0,exception,23,2,1,2,1,0.0,low
455,103,24,1,1,0,0.0,1050.0,1,prototype,24,1,1,1,1,0.0,low
456,103,1,2,5,1,0.0,1274.0,0,exception,25,1,1,2,2,0.0,low
457,103,2,2,2,0,1.0,856.0,0,rule follower,26,2,1,1,1,0.0,low
458,103,3,2,8,1,1.0,1526.0,1,prototype,27,2,2,2,2,0.0,low
459,103,4,2,1,0,0.0,896.0,1,prototype,28,1,1,1,1,0.0,low
460,103,5,2,6,0,1.0,801.0,0,exception,29,2,1,2,1,0.0,low
461,103,6,2,8,1,1.0,1024.0,1,prototype,30,2,2,2,2,0.0,low
462,103,7,2,4,1,1.0,1230.0,1,rule follower,31,2,2,1,2,0.0,low
463,103,8,2,8,1,1.0,1496.0,1,prototype,32,2,2,2,2,0.0,low
464,103,9,2,4,1,1.0,953.0,1,rule follower,33,2,2,1,2,0.0,low
465,103,10,2,1,0,0.0,659.0,1,prototype,34,1,1,1,1,0.0,low
466,103,11,2,6,0,1.0,459.0,0,exception,35,2,1,2,1,0.0,low
467,103,12,2,5,1,0.0,516.0,0,exception,36,1,1,2,2,0.0,low
468,103,13,2,3,0,0.0,855.0,1,rule follower,37,1,2,1,1,0.0,low
469,103,14,2,8,1,1.0,898.0,1,prototype,38,2,2,2,2,0.0,low
470,103,15,2,1,0,0.0,889.0,1,prototype,39,1,1,1,1,0.0,low
471,103,16,2,7,1,0.0,983.0,0,rule follower,40,1,2,2,2,0.0,low
472,103,17,2,2,0,1.0,600.0,0,rule follower,41,2,1,1,1,0.0,low
473,103,18,2,8,1,1.0,891.0,1,prototype,42,2,2,2,2,0.0,low
474,103,19,2,1,0,0.0,882.0,1,prototype,43,1,1,1,1,0.0,low
475,103,20,2,8,1,1.0,651.0,1,prototype,44,2,2,2,2,0.0,low
476,103,21,2,1,0,0.0,841.0,1,prototype,45,1,1,1,1,0.0,low
477,103,22,2,7,1,0.0,822.0,0,rule follower,46,1,2,2,2,0.0,low
478,103,23,2,3,0,0.0,906.0,1,rule follower,47,1,2,1,1,0.0,low
479,103,24,2,1,0,0.0,962.0,1,prototype,48,1,1,1,1,0.0,low
576,104,1,1,1,0,,,0,prototype,1,1,1,1,1,0.75,high
577,104,2,1,7,1,0.0,1057.0,0,rule follower,2,2,2,1,2,0.75,high
578,104,3,1,5,1,1.0,2165.0,1,exception,3,2,1,1,2,0.75,high
579,104,4,1,8,1,0.0,1866.0,0,prototype,4,2,2,2,2,0.75,high
580,104,5,1,2,0,0.0,1395.0,1,rule follower,5,1,1,2,1,0.75,high
581,104,6,1,1,0,1.0,2317.0,0,prototype,6,1,1,1,1,0.75,high
582,104,7,1,8,1,1.0,1638.0,1,prototype,7,2,2,2,2,0.75,high
583,104,8,1,8,1,1.0,858.0,1,prototype,8,2,2,2,2,0.75,high
584,104,9,1,3,0,0.0,800.0,1,rule follower,9,1,2,1,1,0.75,high
585,104,10,1,7,1,1.0,889.0,1,rule follower,10,2,2,1,2,0.75,high
586,104,11,1,8,1,1.0,814.0,1,prototype,11,2,2,2,2,0.75,high
587,104,12,1,8,1,1.0,791.0,1,prototype,12,2,2,2,2,0.75,high
588,104,13,1,8,1,1.0,901.0,1,prototype,13,2,2,2,2,0.75,high
589,104,14,1,1,0,0.0,823.0,1,prototype,14,1,1,1,1,0.75,high
590,104,15,1,4,1,0.0,1083.0,0,rule follower,15,1,2,2,2,0.75,high
591,104,16,1,2,0,0.0,1509.0,1,rule follower,16,1,1,2,1,0.75,high
592,104,17,1,3,0,1.0,1616.0,0,rule follower,17,1,2,1,1,0.75,high
593,104,18,1,6,0,1.0,1440.0,0,exception,18,2,1,2,1,0.75,high
594,104,19,1,5,1,0.0,1079.0,0,exception,19,2,1,1,2,0.75,high
595,104,20,1,1,0,0.0,1904.0,1,prototype,20,1,1,1,1,0.75,high
596,104,21,1,1,0,0.0,1111.0,1,prototype,21,1,1,1,1,0.75,high
597,104,22,1,4,1,1.0,1586.0,1,rule follower,22,1,2,2,2,0.75,high
598,104,23,1,6,0,0.0,2030.0,1,exception,23,2,1,2,1,0.75,high
599,104,24,1,1,0,0.0,1341.0,1,prototype,24,1,1,1,1,0.75,high
600,104,1,2,1,0,0.0,880.0,1,prototype,25,1,1,1,1,0.75,high
601,104,2,2,4,1,1.0,745.0,1,rule follower,26,1,2,2,2,0.75,high
602,104,3,2,6,0,0.0,923.0,1,exception,27,2,1,2,1,0.75,high
603,104,4,2,5,1,0.0,712.0,0,exception,28,2,1,1,2,0.75,high
604,104,5,2,8,1,1.0,774.0,1,prototype,29,2,2,2,2,0.75,high
605,104,6,2,7,1,1.0,842.0,1,rule follower,30,2,2,1,2,0.75,high
606,104,7,2,5,1,1.0,891.0,1,exception,31,2,1,1,2,0.75,high
607,104,8,2,1,0,0.0,976.0,1,prototype,32,1,1,1,1,0.75,high
608,104,9,2,1,0,0.0,698.0,1,prototype,33,1,1,1,1,0.75,high
609,104,10,2,3,0,1.0,1285.0,0,rule follower,34,1,2,1,1,0.75,high
610,104,11,2,1,0,0.0,951.0,1,prototype,35,1,1,1,1,0.75,high
611,104,12,2,7,1,1.0,795.0,1,rule follower,36,2,2,1,2,0.75,high
612,104,13,2,8,1,1.0,1647.0,1,prototype,37,2,2,2,2,0.75,high
613,104,14,2,4,1,1.0,1905.0,1,rule follower,38,1,2,2,2,0.75,high
614,104,15,2,3,0,1.0,1728.0,0,rule follower,39,1,2,1,1,0.75,high
615,104,16,2,8,1,1.0,1037.0,1,prototype,40,2,2,2,2,0.75,high
616,104,17,2,2,0,0.0,857.0,1,rule follower,41,1,1,2,1,0.75,high
617,104,18,2,2,0,0.0,1138.0,1,rule follower,42,1,1,2,1,0.75,high
618,104,19,2,8,1,1.0,984.0,1,prototype,43,2,2,2,2,0.75,high
619,104,20,2,6,0,0.0,1486.0,1,exception,44,2,1,2,1,0.75,high
620,104,21,2,8,1,1.0,712.0,1,prototype,45,2,2,2,2,0.75,high
621,104,22,2,1,0,0.0,1073.0,1,prototype,46,1,1,1,1,0.75,high
622,104,23,2,1,0,0.0,1133.0,1,prototype,47,1,1,1,1,0.75,high
623,104,24,2,8,1,1.0,698.0,1,prototype,48,2,2,2,2,0.75,high
720,105,1,1,1,0,1.0,924.0,0,prototype,1,1,1,1,1,0.125,low
721,105,2,1,1,0,1.0,314.0,0,prototype,2,1,1,1,1,0.125,low
722,105,3,1,1,0,0.0,650.0,1,prototype,3,1,1,1,1,0.125,low
723,105,4,1,1,0,0.0,819.0,1,prototype,4,1,1,1,1,0.125,low
724,105,5,1,4,1,,,0,rule follower,5,1,2,2,2,0.125,low
725,105,6,1,3,0,1.0,475.0,0,rule follower,6,1,2,1,1,0.125,low
726,105,7,1,2,0,0.0,332.0,1,rule follower,7,1,1,2,1,0.125,low
727,105,8,1,1,0,0.0,894.0,1,prototype,8,1,1,1,1,0.125,low
728,105,9,1,8,1,1.0,2463.0,1,prototype,9,2,2,2,2,0.125,low
729,105,10,1,5,1,,,0,exception,10,2,1,1,2,0.125,low
730,105,11,1,8,1,1.0,2441.0,1,prototype,11,2,2,2,2,0.125,low
731,105,12,1,6,0,0.0,1016.0,1,exception,12,2,1,2,1,0.125,low
732,105,13,1,8,1,0.0,1851.0,0,prototype,13,2,2,2,2,0.125,low
733,105,14,1,2,0,0.0,1303.0,1,rule follower,14,1,1,2,1,0.125,low
734,105,15,1,8,1,1.0,631.0,1,prototype,15,2,2,2,2,0.125,low
735,105,16,1,7,1,1.0,905.0,1,rule follower,16,2,2,1,2,0.125,low
736,105,17,1,8,1,1.0,768.0,1,prototype,17,2,2,2,2,0.125,low
737,105,18,1,7,1,1.0,1082.0,1,rule follower,18,2,2,1,2,0.125,low
738,105,19,1,8,1,1.0,968.0,1,prototype,19,2,2,2,2,0.125,low
739,105,20,1,5,1,0.0,1389.0,0,exception,20,2,1,1,2,0.125,low
740,105,21,1,4,1,1.0,1575.0,1,rule follower,21,1,2,2,2,0.125,low
741,105,22,1,3,0,1.0,1328.0,0,rule follower,22,1,2,1,1,0.125,low
742,105,23,1,1,0,0.0,1670.0,1,prototype,23,1,1,1,1,0.125,low
743,105,24,1,6,0,1.0,1135.0,0,exception,24,2,1,2,1,0.125,low
744,105,1,2,7,1,0.0,2195.0,0,rule follower,25,2,2,1,2,0.125,low
745,105,2,2,6,0,0.0,858.0,1,exception,26,2,1,2,1,0.125,low
746,105,3,2,1,0,1.0,1328.0,0,prototype,27,1,1,1,1,0.125,low
747,105,4,2,1,0,0.0,943.0,1,prototype,28,1,1,1,1,0.125,low
748,105,5,2,4,1,0.0,1967.0,0,rule follower,29,1,2,2,2,0.125,low
749,105,6,2,3,0,1.0,827.0,0,rule follower,30,1,2,1,1,0.125,low
750,105,7,2,2,0,0.0,1279.0,1,rule follower,31,1,1,2,1,0.125,low
751,105,8,2,8,1,1.0,2332.0,1,prototype,32,2,2,2,2,0.125,low
752,105,9,2,8,1,1.0,1173.0,1,prototype,33,2,2,2,2,0.125,low
753,105,10,2,1,0,1.0,1581.0,0,prototype,34,1,1,1,1,0.125,low
754,105,11,2,1,0,0.0,1394.0,1,prototype,35,1,1,1,1,0.125,low
755,105,12,2,3,0,1.0,1398.0,0,rule follower,36,1,2,1,1,0.125,low
756,105,13,2,7,1,0.0,1929.0,0,rule follower,37,2,2,1,2,0.125,low
757,105,14,2,6,0,1.0,666.0,0,exception,38,2,1,2,1,0.125,low
758,105,15,2,1,0,0.0,2166.0,1,prototype,39,1,1,1,1,0.125,low
759,105,16,2,2,0,0.0,942.0,1,rule follower,40,1,1,2,1,0.125,low
760,105,17,2,1,0,0.0,666.0,1,prototype,41,1,1,1,1,0.125,low
761,105,18,2,8,1,1.0,1823.0,1,prototype,42,2,2,2,2,0.125,low
762,105,19,2,8,1,1.0,1548.0,1,prototype,43,2,2,2,2,0.125,low
763,105,20,2,5,1,0.0,1427.0,0,exception,44,2,1,1,2,0.125,low
764,105,21,2,5,1,0.0,1167.0,0,exception,45,2,1,1,2,0.125,low
765,105,22,2,4,1,1.0,228.0,1,rule follower,46,1,2,2,2,0.125,low
766,105,23,2,8,1,1.0,2142.0,1,prototype,47,2,2,2,2,0.125,low
767,105,24,2,8,1,1.0,892.0,1,prototype,48,2,2,2,2,0.125,low
864,107,1,1,1,0,,,0,prototype,1,1,1,1,1,0.625,high
865,107,2,1,3,0,1.0,811.0,0,rule follower,2,1,1,2,1,0.625,high
866,107,3,1,7,1,0.0,546.0,0,rule follower,3,2,1,2,2,0.625,high
867,107,4,1,5,1,1.0,779.0,1,exception,4,2,1,1,2,0.625,high
868,107,5,1,1,0,0.0,872.0,1,prototype,5,1,1,1,1,0.625,high
869,107,6,1,1,0,0.0,542.0,1,prototype,6,1,1,1,1,0.625,high
870,107,7,1,2,0,0.0,553.0,1,rule follower,7,1,2,1,1,0.625,high
871,107,8,1,1,0,0.0,828.0,1,prototype,8,1,1,1,1,0.625,high
872,107,9,1,8,1,1.0,762.0,1,prototype,9,2,2,2,2,0.625,high
873,107,10,1,8,1,1.0,514.0,1,prototype,10,2,2,2,2,0.625,high
874,107,11,1,8,1,1.0,687.0,1,prototype,11,2,2,2,2,0.625,high
875,107,12,1,5,1,1.0,531.0,1,exception,12,2,1,1,2,0.625,high
876,107,13,1,4,1,0.0,485.0,0,rule follower,13,1,2,2,2,0.625,high
877,107,14,1,7,1,0.0,697.0,0,rule follower,14,2,1,2,2,0.625,high
878,107,15,1,6,0,1.0,865.0,0,exception,15,2,2,1,1,0.625,high
879,107,16,1,8,1,0.0,853.0,0,prototype,16,2,2,2,2,0.625,high
880,107,17,1,2,0,0.0,1114.0,1,rule follower,17,1,2,1,1,0.625,high
881,107,18,1,1,0,0.0,822.0,1,prototype,18,1,1,1,1,0.625,high
882,107,19,1,1,0,0.0,693.0,1,prototype,19,1,1,1,1,0.625,high
883,107,20,1,8,1,1.0,998.0,1,prototype,20,2,2,2,2,0.625,high
884,107,21,1,3,0,0.0,806.0,1,rule follower,21,1,1,2,1,0.625,high
885,107,22,1,4,1,0.0,1125.0,0,rule follower,22,1,2,2,2,0.625,high
886,107,23,1,6,0,1.0,912.0,0,exception,23,2,2,1,1,0.625,high
887,107,24,1,8,1,1.0,985.0,1,prototype,24,2,2,2,2,0.625,high
888,107,1,2,6,0,1.0,2659.0,0,exception,25,2,2,1,1,0.625,high
889,107,2,2,6,0,1.0,1188.0,0,exception,26,2,2,1,1,0.625,high
890,107,3,2,8,1,0.0,957.0,0,prototype,27,2,2,2,2,0.625,high
891,107,4,2,8,1,1.0,1146.0,1,prototype,28,2,2,2,2,0.625,high
892,107,5,2,1,0,0.0,807.0,1,prototype,29,1,1,1,1,0.625,high
893,107,6,2,2,0,0.0,1226.0,1,rule follower,30,1,2,1,1,0.625,high
894,107,7,2,1,0,0.0,761.0,1,prototype,31,1,1,1,1,0.625,high
895,107,8,2,7,1,1.0,787.0,1,rule follower,32,2,1,2,2,0.625,high
896,107,9,2,5,1,1.0,707.0,1,exception,33,2,1,1,2,0.625,high
897,107,10,2,3,0,0.0,927.0,1,rule follower,34,1,1,2,1,0.625,high
898,107,11,2,8,1,1.0,1192.0,1,prototype,35,2,2,2,2,0.625,high
899,107,12,2,2,0,0.0,617.0,1,rule follower,36,1,2,1,1,0.625,high
900,107,13,2,4,1,0.0,607.0,0,rule follower,37,1,2,2,2,0.625,high
901,107,14,2,8,1,0.0,850.0,0,prototype,38,2,2,2,2,0.625,high
902,107,15,2,7,1,0.0,889.0,0,rule follower,39,2,1,2,2,0.625,high
903,107,16,2,1,0,0.0,563.0,1,prototype,40,1,1,1,1,0.625,high
