,node_name,peak_value,parameter
5,"v_roi91:C(type, Treatment('prototype'))[T.rule follower]",1.0648840782703348,5
6,a_Intercept,1.7414500940690316,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.06832538420543348,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.04163560722004658,8
9,a_roi91,-0.7004527250552901,9
10,"a_roi91:C(type, Treatment('prototype'))[T.exception]",-0.6179478811249788,1
11,"a_roi91:C(type, Treatment('prototype'))[T.rule follower]",-0.6794565262359491,1
12,t_Intercept,0.3586305461567893,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.0180064553153515,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.028176558148295706,1
15,t_roi91,0.13616638814389392,1
16,"t_roi91:C(type, Treatment('prototype'))[T.exception]",0.1566928092390517,1
17,"t_roi91:C(type, Treatment('prototype'))[T.rule follower]",0.032228572333426415,1
0,v_Intercept,0.08775931385419891,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.1069912708440924,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04249422027157404,2
3,v_roi92,0.7104479468319429,3
4,"v_roi92:C(type, Treatment('prototype'))[T.exception]",0.13043311549272696,4
5,"v_roi92:C(type, Treatment('prototype'))[T.rule follower]",-0.12612945594752234,5
6,a_Intercept,1.71084891624128,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.042178750555285416,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",-0.045982921768084,8
9,a_roi92,-1.3345468545295869,9
10,"a_roi92:C(type, Treatment('prototype'))[T.exception]",-0.08303497679295835,1
11,"a_roi92:C(type, Treatment('prototype'))[T.rule follower]",-1.1568305219772397,1
12,t_Intercept,0.36630834512681903,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.041102288661757615,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03958080740695572,1
15,t_roi92,0.20682153771198464,1
16,"t_roi92:C(type, Treatment('prototype'))[T.exception]",0.153087626234635,1
17,"t_roi92:C(type, Treatment('prototype'))[T.rule follower]",-0.08547855486320571,1
0,v_Intercept,0.06753562404372428,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.10278918485247933,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.043389191328616065,2
3,v_roi93,0.2538116482076095,3
4,"v_roi93:C(type, Treatment('prototype'))[T.exception]",0.42267025444874906,4
5,"v_roi93:C(type, Treatment('prototype'))[T.rule follower]",0.430521456017146,5
6,a_Intercept,1.7384965892470046,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.06383596530252299,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.03214479068785493,8
9,a_roi93,-0.9026279447847934,9
10,"a_roi93:C(type, Treatment('prototype'))[T.exception]",-0.29962009994701644,1
11,"a_roi93:C(type, Treatment('prototype'))[T.rule follower]",-0.3437607564887619,1
12,t_Intercept,0.35515309469925616,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.031791181812458644,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03195661112825658,1
15,t_roi93,0.07133818654613022,1
16,"t_roi93:C(type, Treatment('prototype'))[T.exception]",0.2039295362949617,1
17,"t_roi93:C(type, Treatment('prototype'))[T.rule follower]",0.07121581925079362,1
0,v_Intercept,0.06538198572342407,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.08874500530149315,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.034975293032385724,2
3,v_roi94,0.6492186453526005,3
4,"v_roi94:C(type, Treatment('prototype'))[T.exception]",-0.059651234701793225,4
5,"v_roi94:C(type, Treatment('prototype'))[T.rule follower]",-0.12681410449457653,5
6,a_Intercept,1.7550477972579288,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.10040075700984047,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.0434869834943309,8
9,a_roi94,-0.9337214557045151,9
10,"a_roi94:C(type, Treatment('prototype'))[T.exception]",-0.4867219661713045,1
11,"a_roi94:C(type, Treatment('prototype'))[T.rule follower]",-0.05472669166829869,1
12,t_Intercept,0.3531359264186697,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.010411036723543349,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03327080728547216,1
15,t_roi94,0.07427683523690283,1
16,"t_roi94:C(type, Treatment('prototype'))[T.exception]",-0.07816670151596583,1
17,"t_roi94:C(type, Treatment('prototype'))[T.rule follower]",-0.193111542669432,1
0,v_Intercept,0.057086155101450466,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.10412763517335633,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.033705083742011366,2
3,v_roi99,-0.06273120458588323,3
4,"v_roi99:C(type, Treatment('prototype'))[T.exception]",1.4624923205433231,4
5,"v_roi99:C(type, Treatment('prototype'))[T.rule follower]",0.5831766488464556,5
6,a_Intercept,1.7408962829528785,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.08504156166436289,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.04320805914761039,8
9,a_roi99,-0.8918544734134262,9
10,"a_roi99:C(type, Treatment('prototype'))[T.exception]",-0.777036973500774,1
11,"a_roi99:C(type, Treatment('prototype'))[T.rule follower]",-0.6640306563304366,1
12,t_Intercept,0.3545650159340971,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.018113052664976783,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.020700316780302173,1
15,t_roi99,-0.007402154968493058,1
16,"t_roi99:C(type, Treatment('prototype'))[T.exception]",0.07911531077418882,1
17,"t_roi99:C(type, Treatment('prototype'))[T.rule follower]",0.23007604032427054,1
0,v_Intercept,0.049467528768469916,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.07184970271123836,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.03105270640713753,2
3,v_roi105,0.3898064498015321,3
4,"v_roi105:C(type, Treatment('prototype'))[T.exception]",-0.3280186425981402,4
5,"v_roi105:C(type, Treatment('prototype'))[T.rule follower]",-0.14555321793903175,5
6,a_Intercept,1.7519392437513737,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.06912804425512065,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.040506182106537884,8
9,a_roi105,-1.7740555478852558,9
10,"a_roi105:C(type, Treatment('prototype'))[T.exception]",-0.7261265144314795,1
11,"a_roi105:C(type, Treatment('prototype'))[T.rule follower]",-0.217660610141762,1
12,t_Intercept,0.36075739723361894,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.018942151420383885,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.028044945613274613,1
15,t_roi105,0.3454437557183237,1
16,"t_roi105:C(type, Treatment('prototype'))[T.exception]",0.10937331173716812,1
17,"t_roi105:C(type, Treatment('prototype'))[T.rule follower]",-0.4322650836747507,1
0,v_Intercept,0.03313544655521688,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.11180267257145292,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.05390559848434548,2
3,v_roi106,-0.5828450286239848,3
4,"v_roi106:C(type, Treatment('prototype'))[T.exception]",1.3630212161083062,4
5,"v_roi106:C(type, Treatment('prototype'))[T.rule follower]",0.6403743931788726,5
6,a_Intercept,1.7510382364279975,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.10088869171484374,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.03158777305329037,8
9,a_roi106,-1.682654346519731,9
10,"a_roi106:C(type, Treatment('prototype'))[T.exception]",-0.014415148722439762,1
11,"a_roi106:C(type, Treatment('prototype'))[T.rule follower]",-0.6209688994197651,1
12,t_Intercept,0.3640488740768462,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.0072782705123286265,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.021664582134352024,1
15,t_roi106,0.3325411089496305,1
16,"t_roi106:C(type, Treatment('prototype'))[T.exception]",0.03697968867360124,1
17,"t_roi106:C(type, Treatment('prototype'))[T.rule follower]",0.17405315299802648,1
